region,prefecture,commune,population,population_partagee_avec,agences,agences_actives,agences_moov,agences_togocom,data_centers,points_mm,mm_moov,mm_togocom,mm_operateur_inconnu,population_fiable,hab_par_point_mm,points_mm_pour_10k_hab,dist_agence_km,agences_pour_100k_hab,D1_deficit_mm,D2_deficit_agences,D3_eloignement,D4_enjeu_demographique,DCPI,DCPI_rang,n_D1_deficit_mm,n_D2_deficit_agences,n_D3_eloignement,n_D4_enjeu_demographique,rang_DCPI
Plateaux,Amou,Amou 1,19746,,0,0,0,0,0,43,35,38,0,True,459.2093023255814,21.7765623417401,32.785339977646714,0.0,459.2093023255814,-0.0,32.785339977646714,19746,41.035974784175224,52.86324786324787,4.012229013565281,100.0,57.03121221915125,2.8725151265891333,30
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,56459,,0,0,0,0,0,73,59,56,1,True,773.4109589041096,12.929736623036186,24.478697521672714,0.0,773.4109589041096,-0.0,24.478697521672714,56459,40.708276183899585,69.87179487179488,7.963331226222797,100.0,42.3816307509598,13.619345641463978,31
Maritime,Lacs,Lacs 1,52994,,0,0,0,0,0,172,142,141,16,True,308.1046511627907,32.45650450994452,28.29375085772547,0.0,308.1046511627907,-0.0,28.29375085772547,52994,40.4320976071894,54.27350427350427,2.1120801472179465,100.0,49.109852767041154,12.605051856318624,32
Maritime,Zio,Zio 1,307292,,4,4,2,2,0,508,427,421,38,True,604.9055118110236,16.53150749124611,3.2686360067926525,1.3016935032477253,604.9055118110236,-1.3016935032477253,3.2686360067926525,307292,40.31790962349375,50.55555555555556,5.844366443846045,79.64715428105298,4.975599884165478,87.04455574517661,33
Plateaux,Amou,Amou 3,54410,,0,0,0,0,0,101,67,96,0,True,538.7128712871287,18.562764197757765,25.21796119216963,0.0,538.7128712871287,-0.0,25.21796119216963,54410,40.02885613552738,62.43589743589743,5.011990538245942,100.0,43.68539498841414,13.019551134750321,34
Maritime,Yoto,Yoto 1,77353,,1,0,0,1,0,82,62,53,0,True,943.329268292683,10.6007523948651,18.196261656243376,0.0,943.329268292683,-0.0,18.196261656243376,77353,39.80261341242288,69.87179487179486,10.100062825626136,100.0,31.30193681720864,19.735551802164412,35
Maritime,Vo,Vo 1,88865,,0,0,0,0,0,211,199,149,10,True,421.1611374407583,23.74388116806392,20.488460941628816,0.0,421.1611374407583,-0.0,20.488460941628816,88865,39.517326871360545,60.72649572649573,3.533771356463749,100.0,35.344455843465056,23.105407517775756,36
Maritime,Yoto,Yoto 2,43412,,0,0,0,0,0,51,40,36,0,True,851.2156862745098,11.747903805399428,22.151633880281597,0.0,851.2156862745098,-0.0,22.151633880281597,43412,39.21195643230755,63.97435897435898,8.94172972932417,100.0,38.277625001716544,9.800156315405848,37
Maritime,Lacs,Lacs 2,42855,,0,0,0,0,0,40,30,26,5,True,1071.375,9.3338000233345,20.006481088328293,0.0,1071.375,-0.0,20.006481088328293,42855,39.06410425254153,64.14529914529915,11.710244577623637,100.0,34.49443693818824,9.637108223536885,38
Savanes,Tandjoaré,Tandjoaré 2,64175,,0,0,0,0,0,93,83,76,0,True,690.0537634408602,14.491624464355278,20.417560461475816,0.0,690.0537634408602,-0.0,20.417560461475816,64175,39.0549900991432,65.47008547008546,6.915110147370991,100.0,35.21941586905418,15.87801543834177,39
